,pID,bID,Unnamed: 0,Adı,Anlamı,Künyesi,Lakabı,Baba Adı,Anne Adı,Kabilesi,Doğum Yeri,Doğum Yılı,İslam’a Girişi,Sohbet Süresi,Rivayeti,Savaşları,Görevleri,Vefat Yeri,Vefat Yılı,Vefat Yaşı,Eşi/Eşleri,Vefat Bolge,battleAdi
106,8168,27015,68,Bilâl b. Rebâh,"Islak, ıslatan, boğazı ıslatan sıvı",Ebû Abdullah/Abdullah’ın Babası,Seyyidü’l-Müezzin/Müezzinlerin Efendisi,Rebâh Ebû Bilâl,Hamâme Ümmü Bilâl,Habeşli,Mekke,"N. Öncesi, 30/ Milâdî, 580",Nübüvvetin ilk günleri,23,44,"Bedir, Uhud, Hendek vs.",Müezzinlik ve özel koruma,Şam/Suriye,"Hicrî, 20/ Milâdî, 640",60,,['Suriye'],Bilâl b. Rebâh
107,8113,27010,13,Câbir b. Abdullah,"Zorla yaptıran, galip gelen",Ebû Abdullah / Abdullah’ın babası,Tespit edilemedi.,Abdullah b. Amr b. Haram,Enise bint Aname b. Adîyy,Selemeoğulları/Hazrec,Medine,"N. Öncesi, 3 / Miladî, 607",Nübüvvetin 12. yılı,11,1540,"Hamrâülesed, Hendek, Hayber vs.","Komutanlık, muallimlik",Baki Kabristanlığı/Medine,"Hicrî, 78 / Miladî, 697",90,,['Medine'],Câbir b. Abdullah
108,8113,27015,13,Câbir b. Abdullah,"Zorla yaptıran, galip gelen",Ebû Abdullah / Abdullah’ın babası,Tespit edilemedi.,Abdullah b. Amr b. Haram,Enise bint Aname b. Adîyy,Selemeoğulları/Hazrec,Medine,"N. Öncesi, 3 / Miladî, 607",Nübüvvetin 12. yılı,11,1540,"Hamrâülesed, Hendek, Hayber vs.","Komutanlık, muallimlik",Baki Kabristanlığı/Medine,"Hicrî, 78 / Miladî, 697",90,,['Medine'],Câbir b. Abdullah
109,8113,27019,13,Câbir b. Abdullah,"Zorla yaptıran, galip gelen",Ebû Abdullah / Abdullah’ın babası,Tespit edilemedi.,Abdullah b. Amr b. Haram,Enise bint Aname b. Adîyy,Selemeoğulları/Hazrec,Medine,"N. Öncesi, 3 / Miladî, 607",Nübüvvetin 12. yılı,11,1540,"Hamrâülesed, Hendek, Hayber vs.","Komutanlık, muallimlik",Baki Kabristanlığı/Medine,"Hicrî, 78 / Miladî, 697",90,,['Medine'],Câbir b. Abdullah
110,8104,27021,4,Cerîr b. Abdullah,"İp, halat, yular",Ebû Amr / Amr’ın babası,Yusuf Hazihi’l-Ümme / Ümmetin Yusuf’u,Abdullah b. Câbir,Tespit edilemedi.,Becileoğulları / Yemen,Yemen,Tespit edilemedi.,Hicretin 10. yılı,1,100,"İrtidat seferleri, Nuhayle, Cerûre, Cezire fetihleri ","Hemadan ve Kûfe valiliği,Kadisiye",Karkisiye / Karkamış / Gaziantep,"Hicrî, 51 / Miladî, 671",Tespit edilemedi.,,[' Gaziantep'],Cerîr b. Abdullah
111,8112,27021,12,Cündeb b. Cünâde,Bir nevi çekirge ve yağmacı,"Ebû Zer / Yayanın, saçanın babası",Mesîhu’l-İslam / İslam’ın Mesihi,Cünâde b. Süfyân,Remle bint Vakiâ,Ğifaroğulları / Rabiğ,Rabiğ,Tespit edilemedi..,Nübüvvetin ilk günleri,23,281,"Hudeybiye, Mekke Fethi, Huneyn, Ammûriye ",Kabilesinin sancaktarı,Rebeze / Suudi Arabistan,"Hicrî, 32 / Miladî, 653",Tespit edilemedi.,,[' Suudi Arabistan'],Cündeb b. Cünâde
112,8112,27022,12,Cündeb b. Cünâde,Bir nevi çekirge ve yağmacı,"Ebû Zer / Yayanın, saçanın babası",Mesîhu’l-İslam / İslam’ın Mesihi,Cünâde b. Süfyân,Remle bint Vakiâ,Ğifaroğulları / Rabiğ,Rabiğ,Tespit edilemedi..,Nübüvvetin ilk günleri,23,281,"Hudeybiye, Mekke Fethi, Huneyn, Ammûriye ",Kabilesinin sancaktarı,Rebeze / Suudi Arabistan,"Hicrî, 32 / Miladî, 653",Tespit edilemedi.,,[' Suudi Arabistan'],Cündeb b. Cünâde
113,8112,27041,12,Cündeb b. Cünâde,Bir nevi çekirge ve yağmacı,"Ebû Zer / Yayanın, saçanın babası",Mesîhu’l-İslam / İslam’ın Mesihi,Cünâde b. Süfyân,Remle bint Vakiâ,Ğifaroğulları / Rabiğ,Rabiğ,Tespit edilemedi..,Nübüvvetin ilk günleri,23,281,"Hudeybiye, Mekke Fethi, Huneyn, Ammûriye ",Kabilesinin sancaktarı,Rebeze / Suudi Arabistan,"Hicrî, 32 / Miladî, 653",Tespit edilemedi.,,[' Suudi Arabistan'],Cündeb b. Cünâde
114,8155,27023,55,Enes b. Mâlik,"İnsan, sevimli dost, cana yakın",Ebû Hamza,Zü’l-Uzüneyn,Malik b. Nadr b. Damdam,Ümmü Süleym bint Milhan,Neccaroğulları/Hazrec,Medine,"N. Sonrası, 3/Milâdî, 612",Nübüvvetin 12. yılı,11,2286,"['Hudeybiye', 'Hayber', 'Umretü’l-Kazâ', 'Mekke Fethi', 'Taif']","['Zekât memurluğu', 'muallimlik']",Basra/Irak,"Hicrî, 90/Milâdî, 709",97,,['Irak'],Enes b. Mâlik
115,8155,27019,55,Enes b. Mâlik,"İnsan, sevimli dost, cana yakın",Ebû Hamza,Zü’l-Uzüneyn,Malik b. Nadr b. Damdam,Ümmü Süleym bint Milhan,Neccaroğulları/Hazrec,Medine,"N. Sonrası, 3/Milâdî, 612",Nübüvvetin 12. yılı,11,2286,"['Hudeybiye', 'Hayber', 'Umretü’l-Kazâ', 'Mekke Fethi', 'Taif']","['Zekât memurluğu', 'muallimlik']",Basra/Irak,"Hicrî, 90/Milâdî, 709",97,,['Irak'],Enes b. Mâlik
116,8155,27021,55,Enes b. Mâlik,"İnsan, sevimli dost, cana yakın",Ebû Hamza,Zü’l-Uzüneyn,Malik b. Nadr b. Damdam,Ümmü Süleym bint Milhan,Neccaroğulları/Hazrec,Medine,"N. Sonrası, 3/Milâdî, 612",Nübüvvetin 12. yılı,11,2286,"['Hudeybiye', 'Hayber', 'Umretü’l-Kazâ', 'Mekke Fethi', 'Taif']","['Zekât memurluğu', 'muallimlik']",Basra/Irak,"Hicrî, 90/Milâdî, 709",97,,['Irak'],Enes b. Mâlik
117,8145,27006,45,Erkam b. Ebi’l-Erkam,"Rakamlar, sayılar",Ebû Abdullah,Sahibu’d-Dâr,Ebû’l-Erkam,Tümâdir bint Hizyem,Mahzûmoğulları/Mekke,Mekke,"N. Öncesi, 18/ Milâdî, 592",Nübüvvetin ilk günleri,23,2,"['Bedir', 'Uhud', 'Hendek vs.']",['Zekât memurluğu'],Baki Kabristanlığı/Medine,"Hicrî, 55/ Milâdî, 657",83,,['Medine'],Erkam b. Ebi’l-Erkam
118,8145,27009,45,Erkam b. Ebi’l-Erkam,"Rakamlar, sayılar",Ebû Abdullah,Sahibu’d-Dâr,Ebû’l-Erkam,Tümâdir bint Hizyem,Mahzûmoğulları/Mekke,Mekke,"N. Öncesi, 18/ Milâdî, 592",Nübüvvetin ilk günleri,23,2,"['Bedir', 'Uhud', 'Hendek vs.']",['Zekât memurluğu'],Baki Kabristanlığı/Medine,"Hicrî, 55/ Milâdî, 657",83,,['Medine'],Erkam b. Ebi’l-Erkam
119,8145,27015,45,Erkam b. Ebi’l-Erkam,"Rakamlar, sayılar",Ebû Abdullah,Sahibu’d-Dâr,Ebû’l-Erkam,Tümâdir bint Hizyem,Mahzûmoğulları/Mekke,Mekke,"N. Öncesi, 18/ Milâdî, 592",Nübüvvetin ilk günleri,23,2,"['Bedir', 'Uhud', 'Hendek vs.']",['Zekât memurluğu'],Baki Kabristanlığı/Medine,"Hicrî, 55/ Milâdî, 657",83,,['Medine'],Erkam b. Ebi’l-Erkam
120,8159,27009,59,Fedâle b. Ubeyd,"Artan, Fazlalaşan, Kalan",Ebû Muhammed,Tespit edilemedi.,Ubeyd b. Nafiz b. Kays,Ukbe bint Muhammed b. Ukbe,Amr b. Avfoğulları/Evs,Medine,Tespit edilemedi.,Hicretin 1. yılı,10,50,"['Uhud', 'Hendek', 'Suriye', 'İstanbul Seferleri vs.']","['Kadılık', 'kurralık ve muallimlik']",Şam/Suriye,"Hicrî, 53/ Milâdî, 673",Tespit edilemedi.,,['Suriye'],Fedâle b. Ubeyd
121,8159,27015,59,Fedâle b. Ubeyd,"Artan, Fazlalaşan, Kalan",Ebû Muhammed,Tespit edilemedi.,Ubeyd b. Nafiz b. Kays,Ukbe bint Muhammed b. Ukbe,Amr b. Avfoğulları/Evs,Medine,Tespit edilemedi.,Hicretin 1. yılı,10,50,"['Uhud', 'Hendek', 'Suriye', 'İstanbul Seferleri vs.']","['Kadılık', 'kurralık ve muallimlik']",Şam/Suriye,"Hicrî, 53/ Milâdî, 673",Tespit edilemedi.,,['Suriye'],Fedâle b. Ubeyd
122,8159,27027,59,Fedâle b. Ubeyd,"Artan, Fazlalaşan, Kalan",Ebû Muhammed,Tespit edilemedi.,Ubeyd b. Nafiz b. Kays,Ukbe bint Muhammed b. Ukbe,Amr b. Avfoğulları/Evs,Medine,Tespit edilemedi.,Hicretin 1. yılı,10,50,"['Uhud', 'Hendek', 'Suriye', 'İstanbul Seferleri vs.']","['Kadılık', 'kurralık ve muallimlik']",Şam/Suriye,"Hicrî, 53/ Milâdî, 673",Tespit edilemedi.,,['Suriye'],Fedâle b. Ubeyd
123,8159,27028,59,Fedâle b. Ubeyd,"Artan, Fazlalaşan, Kalan",Ebû Muhammed,Tespit edilemedi.,Ubeyd b. Nafiz b. Kays,Ukbe bint Muhammed b. Ukbe,Amr b. Avfoğulları/Evs,Medine,Tespit edilemedi.,Hicretin 1. yılı,10,50,"['Uhud', 'Hendek', 'Suriye', 'İstanbul Seferleri vs.']","['Kadılık', 'kurralık ve muallimlik']",Şam/Suriye,"Hicrî, 53/ Milâdî, 673",Tespit edilemedi.,,['Suriye'],Fedâle b. Ubeyd
124,8122,27029,22,Habib b. Mesleme,"Seven, sevgili, dost",Ebû Abdurrahman / Abdurrahman’ın babası,Habibü’r-Rûm / Rumların sevgilisi,Mesleme b. Mâlik,Zeyneb bint Nâkş b. Vehb,Fihroğulları / Kureyş,Mekke,"Nübüvvet yılı / Miladî, 610",Hicretin 8. yılı,3,1,Yermûk’tan sonraki birçok savaş,Kınnesrîn valiliği ve birçok komutanlık,İrmîniye / Ermenistan,"Hicrî, 42 / Miladî, 662",52,,[' Ermenistan'],Habib b. Mesleme
125,8170,27006,70,Habbâb b. Eret,"Çokça seven, dost olan",Ebû Abdullah / Abdullah’ın Babası,Tespit edilemedi.,Eret b. Cendele,Tespit edilemedi.,Temimoğulları/Irak,Irak,"N. Öncesi, 24/Milâdî, 586",Nübüvvetin ilk günleri,23,32,"Bedir, Uhud, Hendek, vs.",Birkaç komutanlık,Kûfe/Irak,"Hicrî, 37/ Milâdî, 658",72,,['Irak'],Habbâb b. Eret
126,8170,27009,70,Habbâb b. Eret,"Çokça seven, dost olan",Ebû Abdullah / Abdullah’ın Babası,Tespit edilemedi.,Eret b. Cendele,Tespit edilemedi.,Temimoğulları/Irak,Irak,"N. Öncesi, 24/Milâdî, 586",Nübüvvetin ilk günleri,23,32,"Bedir, Uhud, Hendek, vs.",Birkaç komutanlık,Kûfe/Irak,"Hicrî, 37/ Milâdî, 658",72,,['Irak'],Habbâb b. Eret
127,8170,27015,70,Habbâb b. Eret,"Çokça seven, dost olan",Ebû Abdullah / Abdullah’ın Babası,Tespit edilemedi.,Eret b. Cendele,Tespit edilemedi.,Temimoğulları/Irak,Irak,"N. Öncesi, 24/Milâdî, 586",Nübüvvetin ilk günleri,23,32,"Bedir, Uhud, Hendek, vs.",Birkaç komutanlık,Kûfe/Irak,"Hicrî, 37/ Milâdî, 658",72,,['Irak'],Habbâb b. Eret
128,8150,27042,50,Hâlid b. Velid,"Sürekli, daimi, ebedi",Ebû Süleyman,Seyfullah,Velîd b. Mûğire,Lübâbe,Mahzûmoğulları/Mekke,Mekke,"N. Öncesi, 27 / Milâdî, 583",Hicretin 8. yılı,3,18,"['Mûte', 'Benî Cezime', 'Yemame', 'Ecnâdeyn']",['Birçok komutanlık'],Humus / Suriye,"Hicrî, 21 / Milâdî, 642",59,,[' Suriye'],Hâlid b. Velid
129,8150,27040,50,Hâlid b. Velid,"Sürekli, daimi, ebedi",Ebû Süleyman,Seyfullah,Velîd b. Mûğire,Lübâbe,Mahzûmoğulları/Mekke,Mekke,"N. Öncesi, 27 / Milâdî, 583",Hicretin 8. yılı,3,18,"['Mûte', 'Benî Cezime', 'Yemame', 'Ecnâdeyn']",['Birçok komutanlık'],Humus / Suriye,"Hicrî, 21 / Milâdî, 642",59,,[' Suriye'],Hâlid b. Velid
130,8150,27020,50,Hâlid b. Velid,"Sürekli, daimi, ebedi",Ebû Süleyman,Seyfullah,Velîd b. Mûğire,Lübâbe,Mahzûmoğulları/Mekke,Mekke,"N. Öncesi, 27 / Milâdî, 583",Hicretin 8. yılı,3,18,"['Mûte', 'Benî Cezime', 'Yemame', 'Ecnâdeyn']",['Birçok komutanlık'],Humus / Suriye,"Hicrî, 21 / Milâdî, 642",59,,[' Suriye'],Hâlid b. Velid
131,8151,27006,51,Hâlid b. Zeyd,"Sürekli, daimi, ebedi",Ebû Eyyûb,Mihmandâr-ı Nebî,Zeyd b. Küleyb,Hind bint Saîd,Neccaroğulları/Hazrec,Medine,"N. Öncesi, 30 / Milâdî, 580",Nübüvvetin 12. yılı,11,155,"['Bedir', 'Uhud', 'Hendek', 'İstanbul seferleri']","['Askerlik', 'özel koruma']",İstanbul,"Hicrî, 52/ Milâdî, 672",92,,['İstanbul'],Hâlid b. Zeyd
132,8151,27009,51,Hâlid b. Zeyd,"Sürekli, daimi, ebedi",Ebû Eyyûb,Mihmandâr-ı Nebî,Zeyd b. Küleyb,Hind bint Saîd,Neccaroğulları/Hazrec,Medine,"N. Öncesi, 30 / Milâdî, 580",Nübüvvetin 12. yılı,11,155,"['Bedir', 'Uhud', 'Hendek', 'İstanbul seferleri']","['Askerlik', 'özel koruma']",İstanbul,"Hicrî, 52/ Milâdî, 672",92,,['İstanbul'],Hâlid b. Zeyd
133,8151,27015,51,Hâlid b. Zeyd,"Sürekli, daimi, ebedi",Ebû Eyyûb,Mihmandâr-ı Nebî,Zeyd b. Küleyb,Hind bint Saîd,Neccaroğulları/Hazrec,Medine,"N. Öncesi, 30 / Milâdî, 580",Nübüvvetin 12. yılı,11,155,"['Bedir', 'Uhud', 'Hendek', 'İstanbul seferleri']","['Askerlik', 'özel koruma']",İstanbul,"Hicrî, 52/ Milâdî, 672",92,,['İstanbul'],Hâlid b. Zeyd
134,8151,27027,51,Hâlid b. Zeyd,"Sürekli, daimi, ebedi",Ebû Eyyûb,Mihmandâr-ı Nebî,Zeyd b. Küleyb,Hind bint Saîd,Neccaroğulları/Hazrec,Medine,"N. Öncesi, 30 / Milâdî, 580",Nübüvvetin 12. yılı,11,155,"['Bedir', 'Uhud', 'Hendek', 'İstanbul seferleri']","['Askerlik', 'özel koruma']",İstanbul,"Hicrî, 52/ Milâdî, 672",92,,['İstanbul'],Hâlid b. Zeyd
135,8162,27001,62,Hamza b. Abdülmuttalib,"Aslan, heybetli ve azametli olan",Ebû Yâ’la/ Yâ’la’nın babası,Esedullah/Allah’ın aslanı,Abdülmuttalib b. Hâşim,Hâle bint Üheyb,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 43/Milâdî, 567",Nübüvvetin 6. yılı,10,1,"Bedir, Uhud, Ebva, Aşire, Beni Kaynuka, Hz. Hamza seriyyesi",Askerlik,Uhud Şehitliği / Medine,"Hicrî, 11 Şevval 3 / Milâdî, 27 Mart 626",60,,[' Medine'],Hamza b. Abdülmuttalib
136,8162,27002,62,Hamza b. Abdülmuttalib,"Aslan, heybetli ve azametli olan",Ebû Yâ’la/ Yâ’la’nın babası,Esedullah/Allah’ın aslanı,Abdülmuttalib b. Hâşim,Hâle bint Üheyb,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 43/Milâdî, 567",Nübüvvetin 6. yılı,10,1,"Bedir, Uhud, Ebva, Aşire, Beni Kaynuka, Hz. Hamza seriyyesi",Askerlik,Uhud Şehitliği / Medine,"Hicrî, 11 Şevval 3 / Milâdî, 27 Mart 626",60,,[' Medine'],Hamza b. Abdülmuttalib
137,8162,27004,62,Hamza b. Abdülmuttalib,"Aslan, heybetli ve azametli olan",Ebû Yâ’la/ Yâ’la’nın babası,Esedullah/Allah’ın aslanı,Abdülmuttalib b. Hâşim,Hâle bint Üheyb,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 43/Milâdî, 567",Nübüvvetin 6. yılı,10,1,"Bedir, Uhud, Ebva, Aşire, Beni Kaynuka, Hz. Hamza seriyyesi",Askerlik,Uhud Şehitliği / Medine,"Hicrî, 11 Şevval 3 / Milâdî, 27 Mart 626",60,,[' Medine'],Hamza b. Abdülmuttalib
138,8162,27007,62,Hamza b. Abdülmuttalib,"Aslan, heybetli ve azametli olan",Ebû Yâ’la/ Yâ’la’nın babası,Esedullah/Allah’ın aslanı,Abdülmuttalib b. Hâşim,Hâle bint Üheyb,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 43/Milâdî, 567",Nübüvvetin 6. yılı,10,1,"Bedir, Uhud, Ebva, Aşire, Beni Kaynuka, Hz. Hamza seriyyesi",Askerlik,Uhud Şehitliği / Medine,"Hicrî, 11 Şevval 3 / Milâdî, 27 Mart 626",60,,[' Medine'],Hamza b. Abdülmuttalib
139,8162,27006,62,Hamza b. Abdülmuttalib,"Aslan, heybetli ve azametli olan",Ebû Yâ’la/ Yâ’la’nın babası,Esedullah/Allah’ın aslanı,Abdülmuttalib b. Hâşim,Hâle bint Üheyb,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 43/Milâdî, 567",Nübüvvetin 6. yılı,10,1,"Bedir, Uhud, Ebva, Aşire, Beni Kaynuka, Hz. Hamza seriyyesi",Askerlik,Uhud Şehitliği / Medine,"Hicrî, 11 Şevval 3 / Milâdî, 27 Mart 626",60,,[' Medine'],Hamza b. Abdülmuttalib
140,8162,27009,62,Hamza b. Abdülmuttalib,"Aslan, heybetli ve azametli olan",Ebû Yâ’la/ Yâ’la’nın babası,Esedullah/Allah’ın aslanı,Abdülmuttalib b. Hâşim,Hâle bint Üheyb,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 43/Milâdî, 567",Nübüvvetin 6. yılı,10,1,"Bedir, Uhud, Ebva, Aşire, Beni Kaynuka, Hz. Hamza seriyyesi",Askerlik,Uhud Şehitliği / Medine,"Hicrî, 11 Şevval 3 / Milâdî, 27 Mart 626",60,,[' Medine'],Hamza b. Abdülmuttalib
141,8129,27043,29,Hasan b. Ali,"Güzel, iyi ve hoş",Ebû Muhammed / Muhammed’in babası,Mücteba / Seçilmiş ve seçkin - Takî / Günahtan kaçınan,Ali b. Ebi Talib,Fâtıma bint Muhammed (sas),Haşimoğulları/Mekke,Medine,"Hicrî, 3 / Miladî, 625",Çocukluktan beri,7,13,"Cemel, Sıffın, Nehrevan, Horasan Fethi vs.","Hz. Osman’ı koruma, 6 aylık bir hilafet",Baki Kabristanlığı/Medine,"Hicrî, 49 / Miladî, 669",44,,['Medine'],Hasan b. Ali
142,8129,27044,29,Hasan b. Ali,"Güzel, iyi ve hoş",Ebû Muhammed / Muhammed’in babası,Mücteba / Seçilmiş ve seçkin - Takî / Günahtan kaçınan,Ali b. Ebi Talib,Fâtıma bint Muhammed (sas),Haşimoğulları/Mekke,Medine,"Hicrî, 3 / Miladî, 625",Çocukluktan beri,7,13,"Cemel, Sıffın, Nehrevan, Horasan Fethi vs.","Hz. Osman’ı koruma, 6 aylık bir hilafet",Baki Kabristanlığı/Medine,"Hicrî, 49 / Miladî, 669",44,,['Medine'],Hasan b. Ali
143,8129,27025,29,Hasan b. Ali,"Güzel, iyi ve hoş",Ebû Muhammed / Muhammed’in babası,Mücteba / Seçilmiş ve seçkin - Takî / Günahtan kaçınan,Ali b. Ebi Talib,Fâtıma bint Muhammed (sas),Haşimoğulları/Mekke,Medine,"Hicrî, 3 / Miladî, 625",Çocukluktan beri,7,13,"Cemel, Sıffın, Nehrevan, Horasan Fethi vs.","Hz. Osman’ı koruma, 6 aylık bir hilafet",Baki Kabristanlığı/Medine,"Hicrî, 49 / Miladî, 669",44,,['Medine'],Hasan b. Ali
144,8129,27026,29,Hasan b. Ali,"Güzel, iyi ve hoş",Ebû Muhammed / Muhammed’in babası,Mücteba / Seçilmiş ve seçkin - Takî / Günahtan kaçınan,Ali b. Ebi Talib,Fâtıma bint Muhammed (sas),Haşimoğulları/Mekke,Medine,"Hicrî, 3 / Miladî, 625",Çocukluktan beri,7,13,"Cemel, Sıffın, Nehrevan, Horasan Fethi vs.","Hz. Osman’ı koruma, 6 aylık bir hilafet",Baki Kabristanlığı/Medine,"Hicrî, 49 / Miladî, 669",44,,['Medine'],Hasan b. Ali
145,8124,27006,24,Hubeyb b. Adîy,"Küçük tane, sevgicik",Tespit edilemedi.,eş-Şehid / Şehid,Adiyy b. Mâlik b. Âmir,Tespit edilemedi.,Amr b. Avfoğulları/Evs,Medine,"N. Öncesi, 13 / Miladî, 597",Hicretin 1. yılı,4,Tespit edilemedi.,"Bedir, Uhud",Muallimlik,Mekke,"Hicrî, 4 / Miladî, 625",28,,['Mekke'],Hubeyb b. Adîy
146,8124,27009,24,Hubeyb b. Adîy,"Küçük tane, sevgicik",Tespit edilemedi.,eş-Şehid / Şehid,Adiyy b. Mâlik b. Âmir,Tespit edilemedi.,Amr b. Avfoğulları/Evs,Medine,"N. Öncesi, 13 / Miladî, 597",Hicretin 1. yılı,4,Tespit edilemedi.,"Bedir, Uhud",Muallimlik,Mekke,"Hicrî, 4 / Miladî, 625",28,,['Mekke'],Hubeyb b. Adîy
147,8154,27043,54,Hüseyin b. Ali,"Küçük güzel, iyi ve hoş",Ebû Abdullah,eş-Şehid,Ali b. Ebi Talib,Fâtıma bint Muhammed (sas),Hâşimoğulları/Mekke,Medine,"Hicrî, 4/Milâdî, 626",Doğuştan,6,8,"['Horasan Fethi', 'Cemel', 'Sıffîn', 'Nehrevân ve Kerbelâ']","['Askerlik', 'Hz. Osman’ı koruma']",Kerbelâ/Irak,"Hicrî, 61/Milâdî, 680",54,,['Irak'],Hüseyin b. Ali
148,8154,27044,54,Hüseyin b. Ali,"Küçük güzel, iyi ve hoş",Ebû Abdullah,eş-Şehid,Ali b. Ebi Talib,Fâtıma bint Muhammed (sas),Hâşimoğulları/Mekke,Medine,"Hicrî, 4/Milâdî, 626",Doğuştan,6,8,"['Horasan Fethi', 'Cemel', 'Sıffîn', 'Nehrevân ve Kerbelâ']","['Askerlik', 'Hz. Osman’ı koruma']",Kerbelâ/Irak,"Hicrî, 61/Milâdî, 680",54,,['Irak'],Hüseyin b. Ali
149,8154,27025,54,Hüseyin b. Ali,"Küçük güzel, iyi ve hoş",Ebû Abdullah,eş-Şehid,Ali b. Ebi Talib,Fâtıma bint Muhammed (sas),Hâşimoğulları/Mekke,Medine,"Hicrî, 4/Milâdî, 626",Doğuştan,6,8,"['Horasan Fethi', 'Cemel', 'Sıffîn', 'Nehrevân ve Kerbelâ']","['Askerlik', 'Hz. Osman’ı koruma']",Kerbelâ/Irak,"Hicrî, 61/Milâdî, 680",54,,['Irak'],Hüseyin b. Ali
150,8154,27026,54,Hüseyin b. Ali,"Küçük güzel, iyi ve hoş",Ebû Abdullah,eş-Şehid,Ali b. Ebi Talib,Fâtıma bint Muhammed (sas),Hâşimoğulları/Mekke,Medine,"Hicrî, 4/Milâdî, 626",Doğuştan,6,8,"['Horasan Fethi', 'Cemel', 'Sıffîn', 'Nehrevân ve Kerbelâ']","['Askerlik', 'Hz. Osman’ı koruma']",Kerbelâ/Irak,"Hicrî, 61/Milâdî, 680",54,,['Irak'],Hüseyin b. Ali
151,8133,27009,33,Huzeyfe b. Yemân,Küçük kiremitçi,Ebû Abdullah/Abdullah’ın babası,Sirri Resûlullah/ Allah Resûlü’nün Sırdaşı,Huseyl b. Câbir el-Absî,Rebâb bint Kâ’b,Abdsoğulları/Necid,Medine,Tespit edilemedi.,Hicretin 2. yılı,9,225,"Uhud, Hendek, Nihâvend, vs.","Zekât Memurluğu, Valilik",Medâin/İran,"Hicrî, 36/ Miladî, 656",Tespit edilemedi.,,['İran'],Huzeyfe b. Yemân
152,8133,27015,33,Huzeyfe b. Yemân,Küçük kiremitçi,Ebû Abdullah/Abdullah’ın babası,Sirri Resûlullah/ Allah Resûlü’nün Sırdaşı,Huseyl b. Câbir el-Absî,Rebâb bint Kâ’b,Abdsoğulları/Necid,Medine,Tespit edilemedi.,Hicretin 2. yılı,9,225,"Uhud, Hendek, Nihâvend, vs.","Zekât Memurluğu, Valilik",Medâin/İran,"Hicrî, 36/ Miladî, 656",Tespit edilemedi.,,['İran'],Huzeyfe b. Yemân
153,8133,27032,33,Huzeyfe b. Yemân,Küçük kiremitçi,Ebû Abdullah/Abdullah’ın babası,Sirri Resûlullah/ Allah Resûlü’nün Sırdaşı,Huseyl b. Câbir el-Absî,Rebâb bint Kâ’b,Abdsoğulları/Necid,Medine,Tespit edilemedi.,Hicretin 2. yılı,9,225,"Uhud, Hendek, Nihâvend, vs.","Zekât Memurluğu, Valilik",Medâin/İran,"Hicrî, 36/ Miladî, 656",Tespit edilemedi.,,['İran'],Huzeyfe b. Yemân
154,8107,27006,7,İyâd b. Ğanem,"Karşılıksız olarak veren, hibe eden",Ebû Sa’d / Sa’d’ın babası,Zâdu’r-Rikâb / Yolcunun azığı,Ğanem b. Züheyr b. Ebî Şeddad,Tespit edilemedi.,Harisoğulları/Mekke,Mekke,"N. Öncesi, 28 / Miladî, 582",Nübüvvetin 5. yılı,18,4,"Bedir, Uhud, Hendek, Yermûk, Cezire Fetihleri vs.","Humus, Kınnesrîn, Cezire valilikleri vs.",Humus / Suriye,"Hicrî, 20 / Miladî, 641",59,,[' Suriye'],İyâd b. Ğanem
155,8107,27009,7,İyâd b. Ğanem,"Karşılıksız olarak veren, hibe eden",Ebû Sa’d / Sa’d’ın babası,Zâdu’r-Rikâb / Yolcunun azığı,Ğanem b. Züheyr b. Ebî Şeddad,Tespit edilemedi.,Harisoğulları/Mekke,Mekke,"N. Öncesi, 28 / Miladî, 582",Nübüvvetin 5. yılı,18,4,"Bedir, Uhud, Hendek, Yermûk, Cezire Fetihleri vs.","Humus, Kınnesrîn, Cezire valilikleri vs.",Humus / Suriye,"Hicrî, 20 / Miladî, 641",59,,[' Suriye'],İyâd b. Ğanem
156,8107,27015,7,İyâd b. Ğanem,"Karşılıksız olarak veren, hibe eden",Ebû Sa’d / Sa’d’ın babası,Zâdu’r-Rikâb / Yolcunun azığı,Ğanem b. Züheyr b. Ebî Şeddad,Tespit edilemedi.,Harisoğulları/Mekke,Mekke,"N. Öncesi, 28 / Miladî, 582",Nübüvvetin 5. yılı,18,4,"Bedir, Uhud, Hendek, Yermûk, Cezire Fetihleri vs.","Humus, Kınnesrîn, Cezire valilikleri vs.",Humus / Suriye,"Hicrî, 20 / Miladî, 641",59,,[' Suriye'],İyâd b. Ğanem
157,8107,27029,7,İyâd b. Ğanem,"Karşılıksız olarak veren, hibe eden",Ebû Sa’d / Sa’d’ın babası,Zâdu’r-Rikâb / Yolcunun azığı,Ğanem b. Züheyr b. Ebî Şeddad,Tespit edilemedi.,Harisoğulları/Mekke,Mekke,"N. Öncesi, 28 / Miladî, 582",Nübüvvetin 5. yılı,18,4,"Bedir, Uhud, Hendek, Yermûk, Cezire Fetihleri vs.","Humus, Kınnesrîn, Cezire valilikleri vs.",Humus / Suriye,"Hicrî, 20 / Miladî, 641",59,,[' Suriye'],İyâd b. Ğanem
